timestamp,query,label
4/23/2022,I am a youth who is stressed over exams and family finances,1
4/25/2022,"mental health, elderly",1
4/25/2022,"visually impaired, low-income, counselling",1
4/25/2022,"visually impaired,
 counselling",1
4/25/2022,"visually impaired, blind",0
4/25/2022,"visually impaired, blind, counselling",1
4/28/2022,I need a personal mobility device.,0
4/28/2022,I need to apply a build to order flat,0
5/6/2022,I am a cancer patient with no income,0
5/6/2022,I am a caregiver no income,0
5/7/2022,I need a helper to help with my mums movement in her house,0
5/7/2022,i need financial assistance for a handicapped child who needs special care,0
5/7/2022,Diabetes patient 70 years old,0
5/12/2022,I have small dog,0
5/12/2022,drop-in centre youths,0
5/12/2022,youth guidance outreach services,0
5/18/2022,need medical transport for 78 year old woman from bendemeer to tan tock seng hospital,0
5/18/2022,children programmes,0
5/18/2022,children and youths programme in bukit merah,0
5/18/2022,i am low income and i need childcare,0
5/18/2022,"Financial assistance, secondary school",0
5/18/2022,"reemployment, technology",0
5/18/2022,mid career switch,0
5/19/2022,Divorced mother,0
5/19/2022,i am a single parent and unemployed but looking for a job,0
5/19/2022,chinese food,0
5/23/2022,i suffer from mental health issues and cannot hold a job,1
5/26/2022,i am twenty years old,0
5/27/2022,I want to find mental health help for a stalker,1
5/27/2022,Im looking for a social emotional learning program for my 6-year-old daughter,0
6/6/2022,I am physically handicapped and need help applying for jobs,0
6/7/2022,My client needs assistance in searching for jobs. He is currently handicapped and needs a walking aid. Suffers from AS,0
6/8/2022,counseling centres in the east,1
6/9/2022,my father lost his job due to covid,0
6/10/2022,more money,0
6/10/2022,culture community,0
6/10/2022,mccy,0
6/10/2022,community development,0
6/10/2022,race religion,0
6/10/2022,youth with arts needs,0
6/10/2022,financial assistance elderly,0
6/10/2022,financial assistance youths,0
6/16/2022,financial assistance for caregiver with low income,0
6/17/2022,My client is autistic and needs activities,0
6/24/2022,medical,0
6/25/2022,Less than 4 children,0
6/25/2022,Less children,0
7/6/2022,POLYTECHNIC STUDENT,0
7/6/2022,polytechnic student needing financial help,0
7/6/2022,POLYTECHNIC CHRISTIAN STUDENT,0
7/6/2022,christian polytechnic student,0
7/10/2022,can you help to walk my cat?,0
7/10/2022,can you help to walk my dog?,0
7/15/2022,pregnancy,0
7/16/2022,im currently serving ns,0
7/18/2022,emergency cash,0
7/19/2022,single mother support group,0
7/19/2022,i need volunteer to bring my children to special needs school,0
7/19/2022,Sensory impairment,0
7/20/2022,My client is homeless,0
7/20/2022,homeless 6 months,0
7/20/2022,I am tired,1
7/20/2022,i lost my home,0
7/20/2022,6 month old milk powder,0
7/20/2022,donations,0
7/25/2022,Elderly with marriage issues,1
7/25/2022,Counselling and psychotherapy and Psychologist for adults,1
7/25/2022,"I am aged 40 to 59, earning less than $4,000",0
7/25/2022,middle aged financial assistance for housing,0
7/25/2022,"earning less than $4,000",0
7/30/2022,I am a senior living in a rental flat suffering depression,1
8/5/2022,i am a low income individual,0
8/5/2022,buddhist,0
8/6/2022,singapore polytechnic,0
8/9/2022,student,0
8/9/2022,religious,0
8/10/2022,money,0
8/10/2022,house,0
8/10/2022,"house,  low income",0
8/10/2022,Cancer really scared need someone to speak to,1
8/22/2022,parent ipad assistance,0
8/24/2022,Rich,0
9/5/2022,I am facing financial difficulties as I am out of job now.,0
9/8/2022,"Mental illness, needs a healthy job environment.",1
9/11/2022,high blood pressure,1
9/11/2022,hypertension,0
9/18/2022,Low income university student,0
9/18/2022,university student,0
9/24/2022,i have an autistic child and low income,0
9/26/2022,I am a social enterprise looking for funds.,0
10/2/2022,learn data science,0
10/5/2022,dialysis patient in need of financial assitance,0
10/11/2022,stage 4 cancer patient with non-singaporean spouse and 3 year old boy in need of social support,0
10/14/2022,I work a part time contract job. I am a divorcee with two teens. I need financial assistance with daily living costs.,0
10/15/2022,internet,0
10/15/2022,social service scehmes,0
10/15/2022,financial assistance for dementia projects,0
10/17/2022,I am extremely depressed and abused,1
10/18/2022,Brain stem stroke patient,0
10/19/2022,care giver,0
10/20/2022,early intervention autism,0
10/21/2022,I am a parent in need of child care services,0
10/28/2022,low income family,0
10/28/2022,pro bono law services for low income,0
10/28/2022,legal service,0
10/31/2022,"lta 
summon",0
11/5/2022,GP trained in mental health,0
11/7/2022,my client needs assistance with self-harm. She is also in need of therapy.,1
11/7/2022,my client needs assistance with therapy and getting a job.,1
11/7/2022,my client needs assistance with getting a job but she is a teenager.,0
11/7/2022,my client is a youth that wants to volunteer.,0
11/7/2022,my client need assistance with underage pregnancy,0
11/10/2022,I am unemployed and need help to feed my 7 children and bills,0
11/10/2022,caregiver for post hospitalisation,0
11/10/2022,dementia support,0
11/11/2022,taking care of elderly parents,0
11/11/2022,taking care of old parents,0
11/14/2022,"Low income family, In need of basic living necessities groceries and vouchers",0
11/14/2022,mental health for teenagers,1
11/14/2022,volunteer iin mental health for teenagers,1
11/14/2022,volunteer in mental health for teenagers,1
11/15/2022,therapy for family problems,1
11/21/2022,help for back injury,0
11/21/2022,i got dibetis and covid,0
11/21/2022,i got diabetes and covid,0
11/21/2022,i got diabetes cant pay medical bill,0
11/21/2022,I am disabled looking for a job,0
11/28/2022,i want money,0
12/13/2022,Education post grad,0
1/5/2023,Youth need shelter,0
1/12/2023,Transport to medical appointments,0
1/17/2023,meals delivery for elderly,0
1/17/2023,My client needs to find subsidised after school care for her primary school children,0
1/18/2023,budget 2022,0
1/18/2023,my wife depress,1
1/19/2023,i need financial assistance for my schooling children,0
1/20/2023,my client needs financial assistance. he has hearing impairment. he has distant relationship with his children,0
1/23/2023,thk,0
1/25/2023,discrimination,1
1/27/2023,I need food in Punggol,0
2/14/2023,single parents who are jobless,0
2/14/2023,single parents,0
2/14/2023,My client is depressed and needs to see someone.,1
2/15/2023,I have anxiety and am looking for expressive therapy,1
2/22/2023,55 years old looking for  financial assistance.,0
2/27/2023,migrant workers,0
2/27/2023,hoarding,0
2/27/2023,bed bugs,0
2/28/2023,catholic,0
2/28/2023,Financial assistance,0
3/5/2023,i am a foreigner in singapore freshly graduated from university and had problems with finding a job,0
3/8/2023,i have diabetes and no legs,0
3/8/2023,i have diabetes,0
3/8/2023,i have depression,1
3/12/2023,i am an intellectually disabled homeless person,0
3/16/2023,"respite care, elderly, stroke",0
3/20/2023,"i am a single mother with 5 children aged 6mth to 10 yrs, No job. Mother got dementia",0
3/21/2023,My client is a 17 year old who is showing signs of depression. She is in need of counselling and group work support.,1
3/29/2023,recently retrenched looking for household subsidy,0
3/29/2023,I am recently retrenched and am looking for a new job. I also need some household subsidy to tide through my job search period.,0
3/30/2023,law,0
4/2/2023,My client is a widowed PR with 2 children. Her youngest is attending secondary school in Singapore and needs financial assistance with his school fees.,0
4/2/2023,My client is a widowed PR with 2 children. Her youngest who is a PR is attending secondary school in Singapore and needs financial assistance with his school fees.,0
4/6/2023,diapers,0
4/6/2023,diapers,0
4/6/2023,milk powder,0
4/11/2023,I need funding in training for data science and career conversion,0
4/12/2023,Senior subsidies,0
4/14/2023,i need more money as i am a divorcee,0
4/14/2023,i am a muslim woman and i need more money as i am a divorcee,0
4/14/2023,i am a muslim woman and i need more money as i am a divorcee,0
4/25/2023,financial aassistance,0
4/25/2023,elderly with financial needs and healthcare needs,0
4/26/2023,I am a patient with rare disorder,0
5/8/2023,I am a single mother of 2 children from a low income family,0
5/9/2023,i want to find all the social services agencies operating in bedok,0
5/11/2023,low income single mother,0
5/12/2023,I am a person with eating problem and need to speak to someone,0
5/16/2023,I am a singapore public servant,0
5/16/2023,I want to help my ageing parents get more connected to community,0
5/16/2023,I need criminal legal aid,0
5/16/2023,I am a caregiver who works full time. I earn an income of $5000 per month and I need to find caregiving services and financial assistance schemes to alleviate financial burden when caring for my outpatient aged mother with dementia.,0
5/16/2023,i got cancer and cant work,0
5/17/2023,I am an athlete in need of assistance for my journey to Olympics,0
5/17/2023,I am looking for IVF assistance,0
5/18/2023,I CANT PAY A TRAFFIC FINE. WHAT DO I DO?,0
5/19/2023,i am a retiree needing financial help,0
5/22/2023,I am a retiree who needs help with hdb bill,0
5/22/2023,i need help paying for my hdb but i earn too much money,0
5/22/2023,i need help paying for my wheelchair but i earn too much money,0
5/22/2023,im looking after my mother who has dementia but i dont know what to do.,0
6/1/2023,Im a disabled young person trying to look for a job,0
6/2/2023,Jobs for mothers,0
6/5/2023,I am failing chinese and need a lot of help for higher chinese O levels,0
6/5/2023,I am a dialysis patient who is suicidal and distressed after being abused,0
6/13/2023,i am a young adult who got retrench by her company,0
6/14/2023,clear house,0
6/21/2023,what is the best practice platform for javascript,0
6/24/2023,I need moral support,1
6/24/2023,I am salaried worker $6.3k and my wife is salaried work $7k. We have no funds and saving,0
6/24/2023,Hot tempered,0
6/24/2023,Stress level,1
6/24/2023,Stress,1
6/24/2023,Befriended,0
7/4/2023,I am a pregnant single mother,0
7/5/2023,contact access,0
7/5/2023,I need financial support,0
7/11/2023,I am a poor citizen who needs money,0
7/13/2023,Chas card,0
7/13/2023,Medisave,0
7/13/2023,Go hospital how to get help,0
7/13/2023,my client is very poor and needs to support her old grandma. What schemes are available,0
7/13/2023,I rescue community cats and need financial assistance to do so,0
7/13/2023,cdc voucer,0
7/13/2023,cdc voucher,0
7/13/2023,I can’t afford to support my children anymore,0
7/13/2023,I can’t afford to buy a laptop for my school work,0
7/13/2023,My neighbour is vandalizing my door,0
7/13/2023,My grandmother has diabetes,0
7/13/2023,I am a struggling artist,0
7/13/2023,I am a single father who is just released from prison and need a job,0
7/13/2023,I have dependent parents and I need a maid,0
7/13/2023,I am addicted to buying toto,0
7/14/2023,I have kidney failure and my daughter is pregnant. I am so afraid,0
7/14/2023,I have kidney failure and my daughter is pregnant. I am so scared,0
7/16/2023,My child is hungry and we have no shelter. I am so scared,0
7/17/2023,cash assistance unemployed,0
7/27/2023,financial assistance for low income families,0
7/28/2023,i have certified ocd and im looking for a job,0
8/4/2023,need to find a job,0
8/5/2023,I am a taxi driver who needs money,0
8/6/2023,"I am a full-time student from a low-income single parent household, whose parent is a retiree and unable to work. I need a monthly salary",0
8/7/2023,I need financial assistance as I’m unemployed,0
8/7/2023,I am in need of job and financial support as I am retrenched due to Covid-19,0
8/9/2023,Im looking for free counselling,1
8/11/2023,"I am a tissue peddler, i have little retirement fund and i dont wish to be tied to social support schemes that impose a lot of restrictions",0
8/11/2023,i have no health insurance,0
8/12/2023,teenager with unwanted pregnancy,0
8/22/2023,i need help with financial help with housing,0
8/22/2023,i need help with financial help with personal protection order,0
8/22/2023,i need help with financial help with personal protection order,0
9/5/2023,befriending elderly,0
9/8/2023,education,0
9/8/2023,I need a homeless shelter and I just got divorced. I am very depressed and want to kill myself,1
9/14/2023,Senior male with serious medical condition looking for financial support.,0
9/20/2023,"I am a lesbian and in my 40s, what assistance is there for me",0
9/20/2023,"I am a lesbian, what assistance is there for me",0
9/20/2023,Financial assistance for cataract,0
9/22/2023,I am very stressed out by schoolwork and worried about y future.,0
9/27/2023,i am a dialysis patient,0
9/27/2023,i got diabeties and i cannot walk,0
9/28/2023,i am looking for euthanasia sponsors,0
9/30/2023,I am unemployed and looking for financial support,0
10/5/2023,I need money for glaucoma surgery,0
10/6/2023,I need financial resources for special need child,0
10/8/2023,I need emotional support,1
10/10/2023,citizenship,0
10/19/2023,I am a single parent living with 2 kids want to find a place to stay,0
10/20/2023,i want to make a donation to people in need,0
11/6/2023,academic support for secondary 4 student from low income family,0
11/6/2023,academic tuition for secondary 4 student from low income family,0
11/8/2023,"I live at jurong east and earning $2000, what help can i get?",0
11/8/2023,"I live at jurong east and earning $2000, how to get financial assistance?",0
11/16/2023,I am diabetic. What grants do I qualify for?,0
11/17/2023,my elderly staff needs service training,0
11/17/2023,my elderly staff needs dementia training,0
11/17/2023,My client needs assistance as they are not able to pay polyclinic fees,0
11/17/2023,I am a single mum with no stable income with 3 children in school,0
11/18/2023,I need help to find somewhere to stay because my husband hits me,0
11/21/2023,debt counselling,1
11/21/2023,I am a low income family with 2 young kids,0
11/22/2023,i am currently unemployed,0
11/24/2023,senior group home,0
11/24/2023,senior home,0
11/24/2023,senior group home,0
11/24/2023,befriender,0
11/24/2023,befriender elderly,0
11/29/2023,I need food and stay in queenstown,0
12/1/2023,young children financial assistance,0
12/19/2023,i need money to pay my singapore power bill,0
12/22/2023,is going credit counselling singapore a good option?,0
12/22/2023,which organisation provides credit counselling ?,0
12/22/2023,my client needs financial assistance to pay her bank debts.,0
1/2/2024,My parents do not have a house and they are old,0
1/2/2024,Elderly jobless,0
1/3/2024,I am a programmer unable to afford living costs as I have just been retrenched. I have no savings and I cant seem to find a job.,0
1/3/2024,Type 2 diabetes,0
1/5/2024,"i am self employed, building a software company with no income and no investment. quit my job 4 months ago",0
1/5/2024,My child is having problems autism and I need after school care as Im working,0
1/6/2024,business grants,0
1/20/2024,"I am elderly with healthcare needs, single, and need financial assistance for medical treatments",0
1/22/2024,medical bills for elderly,0
1/30/2024,Family need immediate milk and diapers,0
1/30/2024,food ration,0
1/30/2024,i want a career mentor i want to learn about tech and finance to help me in my job,0
1/30/2024,"what are SSAs that teach AI, tech and financial literacy",0
1/30/2024,what are the newest SSA programmes,0
1/31/2024,I am a polytechnic student in need of financial assistance,0
1/31/2024,scholarships,0
2/1/2024,I am from a low-income family and I need an extra personal laptop for work.,0
2/1/2024,I am an ex-offender and I need help with learning how new technology works.,0
2/1/2024,I am an ex-offender.,0
2/1/2024,financial aid needed for family after retrenchment,0
2/1/2024,Maltreated children,0
2/1/2024,Single parent.,0
2/2/2024,Elderly who needs digital help.,0
2/4/2024,I need a part time job,0
2/4/2024,Diabetic with mental health issues,1
2/4/2024,"i earn 5k a month, any schemes for me?",0
2/4/2024,need help with cleaning a home,0
2/5/2024,I need university education,0
2/5/2024,I am an unemployed university student living in an HDB,0
2/5/2024,engineering good,0
2/5/2024,I am a foreign worker that is in need of housing assistance,0
2/5/2024,I am a foreign worker that is in need of a job,0
2/5/2024,unemployed need temporary financial assistance,0
2/6/2024,cancer support group,1
2/6/2024,alcoholics support group,1
2/7/2024,dementia electric wheelchair,0
2/13/2024,"My friend is a 17 year old struggling with depression, how can I help him?",1
2/13/2024,"My client is a 17 year old struggling with depression, what are the assistance available?",1
2/13/2024,alcoholic parents,0
2/19/2024,Im a new Singapore citizen and would like help understanding Singapore.,0
2/22/2024,I am not sure why I am not eligible for Silver Support Scheme,0
2/22/2024,I am elderly living alone and socially isolated and need assistance for social reintegration,0
2/22/2024,i am a professional social worker,0
2/26/2024,financial assistance for persons with disability,0
2/26/2024,my client needs financial assistance as a single mother. she is in need of a job and financial support to take care of her child.,0
2/27/2024,I am a low income worker and looking for all the help I can get .,0
2/27/2024,ministry of family social development,0
2/29/2024,"my client is an undischarged bankrupt, has many medical conditions to be in long-term employment. She needs a job and financial support.",0
2/29/2024,My client is an undischarged bankrupt. She has many medical conditions to be in long-term employment. She needs a job and financial support.,0
2/29/2024,Middle-aged client is an undischarged bankrupt. She has many medical conditions to be in long-term employment. She is in need of a job and financial support.,0
2/29/2024,I need dialysis and food and I am suicidal,1
2/29/2024,I need dialysis and food and I am suicidal and kill myself,1
2/29/2024,i am poor and i am chinese,0
2/29/2024,i am muslim,0
2/29/2024,freeze eggs,0
3/5/2024,I will kill myself and I need money,1
3/5/2024,I am abused and afraid and I need money,1
3/8/2024,I have been unemployed for ten years due to depression and the need to caregiver for my mother with cancer,1
3/8/2024,"""My client needs assistance as a dialysis patient. She is also in need of a job and financial support after COVID 19 has caused her to be retrenched.""",0
3/8/2024,im wheel-chair bound and struggling to feed my family of 4. can i get some financial support?,0
3/8/2024,im a caregiver with a elderly who is needs a new wheelchair. are there any support available?,0
3/8/2024,im a single parent of 5 kids. are there any support available for me,0
3/12/2024,My client needs financial help with a 5 year old son. she is working on weekends but income is not enough.,0
3/12/2024,"Jane, a single mother in Singapore, seeks assistance from social services after losing her job due to the COVID-19 pandemic. Visiting the Social Service Office (SSO), she receives empathetic support and guidance from a social service officer, who helps her apply for financial aid through the ComCare scheme. This assistance enables Jane to cover essential expenses and access additional support services, including employment assistance, to work towards regaining financial stability for herself and her family.",0
3/14/2024,I am 40 in need of job and financial support,0
3/14/2024,I am a 40 chinese man in need of job and financial support living in Hougang,0
3/14/2024,I am a 40 year old father of two children. My salary is 1500 and am living in a rental housing. I need additional funding,0
3/14/2024,childcaring services,0
3/15/2024,caregiving support for 40 year old father with 2 children,0
3/16/2024,need money for sudden hospitalisation,0
3/16/2024,need money for hospitalisation,0
3/19/2024,Upskilling for elders,0
3/19/2024,I am ex-offender who want to further my education,0
3/19/2024,"I am a single parent with three children, what assistance can I get?",0
3/19/2024,teenage pregnancy,0
3/19/2024,hospitalisation help,0
3/19/2024,need help paying hospital fees,0
3/19/2024,workfare income scheme,0
3/19/2024,need topups for CPF,0
3/19/2024,I am depressed and i need money,1
3/19/2024,imda,0
3/19/2024,phone assistance,0
3/19/2024,workfare income schemes,0
3/21/2024,I have chronic back pain and cannot work,0
3/21/2024,I am old and poor,0
3/21/2024,imda grant,0
3/21/2024,hospital subsidy,0
3/21/2024,Subsidies for Government-Funded Intermediate,0
3/21/2024,gst voucher,0
3/21/2024,hospital,0
3/21/2024,medisave,0
3/21/2024,elderly with healthcare needs financial assistance for hospitalisation,0
3/21/2024,store@woodlands,0
3/21/2024,hospital;,0
3/23/2024,Enhanced Step-Up (ESU),0
3/26/2024,financial assistance for low income family,0
4/1/2024,down syndrome adult,0
4/3/2024,I have a disease. what healthcare support can I get,0
4/3/2024,healthcare,0
4/4/2024,I need to find out COMIT in my area,0
4/4/2024,I need to find out COMIT in my area(Geylang Serai),0
4/4/2024,What does club heal do?,0
4/4/2024,club heal,0
4/6/2024,Students find it difficult to understand the terms used in professional industries,0
4/6/2024,An unemployed product manager looking for work,0
4/6/2024,A pregnant mother looking for money assistance,0
4/6/2024,I am a mother and want to see all support available to me,0
4/9/2024,Single mother in need of after childcare service,0
4/13/2024,I am suicidal,1
4/16/2024,一位高龄座轮椅的老人，有哪些社交活动可以参与,0
4/16/2024,高龄老人可以参加哪些活动,0
4/20/2024,i am in need of financial assistance from cancer,0
4/26/2024,i have diabetes and feel suicidal,1
4/26/2024,cancer treatment,0
4/26/2024,I need cancer treatment help ?,0
5/3/2024,Financial assistance following death of family member,0
5/4/2024,i have 2 primary school kids and undergoing a divorce.,0
5/4/2024,I am being sued by my current company for holding second employment.,0
5/4/2024,I am being sued by another driver in motor accident.,0
5/9/2024,where can i find financial support for hiring a maid to care for elderly parent,0
5/12/2024,I need a place to stay. I am pregnant.,0
5/15/2024,im a person with disability looking for a job,0
5/15/2024,person with disability looking for a job,0
5/17/2024,baby,0
5/23/2024,Stroke patient needs air mattress,0
5/23/2024,PRs with a special needs child in need of housing option,0
5/23/2024,Financial support for a family of PRs,0
5/24/2024,gaming,0
5/26/2024,"i am a founder from Malaysia, looking for a more long term way to stay and work in singapore",0
5/27/2024,I dropped out of secondary school and would like to continue taking O level exams as a private candidate. I need subsidies to help with exam fees,0
5/27/2024,"I am a single parent, although i have earning an above average wage, I struggle to ensure my daughter gets the emotional attention she needs",0
5/27/2024,Singapore PR requires financial assistance,0
6/1/2024,I need free rice,0
6/1/2024,I need food ration,0
6/1/2024,I need a nee shoes,0
6/1/2024,I need a new shoes,0
6/1/2024,I need helper but I do not have money to pay.  I need helper to help me with my daily activities,0
6/1/2024,I am homeless ex-convict,0
6/10/2024,I have a child with autism what do,0
6/10/2024,I have a child with autism and I need grants for schooling,0
6/22/2024,i am an undergraduate looking for psychodynamic therapy,0
6/25/2024,i am a homeless person with mental health issues and i need shelter,0
6/29/2024,Low income,1
6/29/2024,Low income  and elderly,0
6/30/2024,hi,0
7/4/2024,Single elder,0
7/4/2024,my client is unemployed and require dialysis,0
7/6/2024,i am covid,0
7/6/2024,I need mental health support,1
7/7/2024,i am dialysis patient,0
7/8/2024,I am in need to mental health help free,1
7/9/2024,financial support for elderly with cancer,0
7/11/2024,My client is retrenched and is struggling to make ends meet,0
7/14/2024,need help on cancer,0
8/3/2024,hello world,0
8/4/2024,pregnant teen,0
8/4/2024,My client needs assistance as a dialysis patient,0
8/8/2024,i need financial assistance,0
8/11/2024,Hello,0
8/11/2024,I am a dialysis patient in need of financial assistance,0
8/12/2024,I am in need of financial assistance to take care of my ageing parents,0
8/12/2024,ang mo kio,0
8/20/2024,i have diabetes and my mom,0
8/20/2024,i have cancer,0
8/20/2024,i am very poor,0
8/31/2024,i am depressed,1
10/13/2024,financial assitance,0
10/13/2024,men,0
10/13/2024,Looking for educational support schemes,0
10/14/2024,"I am a 25 year old singaporean. I am planning to take a masters, are there any way to fund it",0
10/15/2024,I am a business owner of a new business seeking a grant to boost productivity,0
10/16/2024,a youth studying in LaSalle looking for a ipad or tablet to do his homework,0
10/16/2024,I am a single in a low income family needing to get lodging for parents,0
10/19/2024,"My client is a student living in the west, wanting more engagement activities, such as youth drop-in centres.",0
10/23/2024,I need money for school,0
10/23/2024,My family is having conflicts,1
10/24/2024,I am a student and would like to look for scholarship for my postgraduate studies,0
10/24/2024,I have a 4 year old child with autism. Where can he get schooling?,0
10/24/2024,I have a 4 year old child with autism. Which school can he go to?,0
10/24/2024,i am a single mother needing financial assistance to help me 3 year old child,0
10/24/2024,i am an Indian single mother needing financial assistance to help me 3 year old child,0
10/29/2024,caregiver in need of milk powder and diapers for my child,0
10/31/2024,Give me the nearest crest services in punggol,0
10/31/2024,Dyslexia bursary,0
10/31/2024,I would like family counselling . Many conflicts,1
11/1/2024,where do I seek help for family counselling,1
11/1/2024,where do I seek help for couple therapy in hougang,1
11/1/2024,i have a 14 year old son who has been very rebellious recently n needs help,1
11/1/2024,i have a 14 year old son who has been very rebellious recently n needs help. he might have mild mental health issues like adhd,1
11/1/2024,Caregiver feels burnt out,1
11/1/2024,I am a foreigner requiring financial assistance in singapore,0
11/1/2024,Financial support for 60 year old. Not working. Disabled,0
11/4/2024,I am a single mum in need of a free/low-cost laptop,0
11/5/2024,homeless shelter in singapore,0
11/5/2024,I am poor and need food,0
11/5/2024,Dialysis and in need of food and money assistance help,0
11/5/2024,I just fell down and will be disabled,0
11/5/2024,cleaning out hoarding,0
11/5/2024,my client needs support with hoarding,0
11/5/2024,i need dialysis and food,0
11/5/2024,lakeside parenting,0
11/5/2024,lakeside parent child,0
11/6/2024,I am an Indian mom in need of financial assistance for my 12 year old daughter. She is taking PSLE this year,0
11/10/2024,i am searching all the social services within 3km to 1 East Coast Road,0
11/10/2024,i am searching all services in 1 East Coast Road,0
11/10/2024,East Coast Road,0
11/10/2024,Cornerstone Community Services,0
11/11/2024,I am an out of job software engineer. I need some financial assistance in building apps and launching them.,0
11/15/2024,family service centre in bedok town,0
11/15/2024,i need disability organisation in geylang serai,0
11/17/2024,housing aids,0
11/20/2024,i need housing,0
11/24/2024,I am a mother of 6 young children and 2 of them have learning issues,0
11/29/2024,"What are the support for 18-years old and above autistic adults (different autism spectrum) for work, living grants and support in Singapore? What other job and career opportunities beyond F&B and art?",0
11/29/2024,"what are the support for mental wellness for families (e.g. mother and daughters, aunts and nieces)?",0
